지역,분류1,카테고리,여행태그,이름,주소,좌표(x),좌표(y),전화번호,홈페이지Url,서브타이틀,기타,대표관광지등록,상세내용,이미지1,이미지2,이미지3,이미지4,이미지5
부여,tourist,역사유적지,"풍수지리,능산리고분군,부여,고분,무덤,공동묘지,묘지",능산리고분군,충남 부여군 부여읍 왕릉로 61,36.277018,126.941775,부여고도문화사업소 041-830-2511,http://www.buyeotour.net/02cultural/culture03_view.asp?ug=11&uc=1103&un=88&page=1&search_name=&search_field=,풍수지리상 최고의 묘자리,휠체어진입 불가능,N,"고분군은 해발 121m의 능산리 산의 남사면 중턱에 자리잡고 있다. 고분군이 위치한 자리는 이른바 풍수지리사상에 의해 점지(占地)된 전형적인 묘지로서의 지형을 갖추었다. 뒷산을 주산으로 하고, 동쪽에 청룡, 서쪽에 백호, 앞산인 염창리 산을 남쪽의 주작으로 삼았고, 묘지의 전방 약 200m 거리에 능산리 천이 서류하는 남향의 왕실의 공동묘지이다. 고분은 전열 3기 후열 3기, 그리고 맨 뒤 제일 높은 곳에서 1기가 더 발견되어, 지금은 모두 7기로 이루어진 고분군이다.   고분의 분구는 모두 원형봉토분이며, 크기는 대형,중형,소형의 세 종류로 나누어진다. 대형인 전열의 3기는 분구의 직경이 약 25～30m이고, 중형인 후열의 분구는 직경이 약 20～25m이며, 최후의 1기는 분구의 직경이 20m 내외이다.   이들 고분은 일제에 의하여 6기가 발굴조사되었고, 뒤편의 1기는 1971년 보수공사시 발견되어 추가되었다. 1915년에 2호(중하총(中下塚)),3호(서하총(西下塚)),5호(중상총(中上塚))가, 1917년에 1호(동하총(東下塚)),4호(서상총(西上塚)),6호(동상총(東上塚))가 각각 조사되어 내부구조를 알게 되었다.   보고서에 의하면, 내부의 매장주체시설의 구조형식도 세 종류로 분류된다. 평천정식석실(平天井式)-벽상면에 판석만을 올려놓은 것),평사천정식석실(平斜天井式)(벽상면에 장대석을 안으로 경사지게 세우고 그 위에 판석을 올려놓은것),터널형천정식설실(양쪽의 긴 벽상에 장대석을 안으로 경사지게 쌓아 곡면을 이루어 한 것) 등이다.  
능산리 고분군은 일찍이 도굴되어 조사시에는 약간의 유물이 수습되었을 뿐이다. 2호분에서 칠기편 금동원두정(金銅圓頭釘), 5호분에서 두개골파편 도칠목관편(塗漆木棺片), 금동투조식금구(金銅透彫飾金具), 금동화형좌금구(金銅花形座金具) 등만이 발견되었고, 분구 외에서 토기기대, 호 등이 수습되었다.   능산리 고분군은 연대순으로 보면 중하총, 동하총, 서하총 순으로 축조되었다. 중하총을 제일 이른 시기로 보는 이유는 터널형식은 공주 송산리의 무령왕릉과 6호분의 형식과 같고, 단지 재료만 전에서 돌로 대치하여 있다.
",07-17-1.jpg,07-17-2.jpg,07-17-3.jpg,07-17-4.jpg,
부여,tourist,역사유적지,"청동기시대,송국리유적,석관무덤,부여,청동도끼,유물,동검",송국리유적,충남 부여군 초촌면 선사로225번길 54,36.270332,127.031522,부여고도문화사업소 041-830-2511,http://www.buyeotour.net/02cultural/culture03_view.asp?ug=11&uc=1103&un=79&page=1&search_name=송국리&search_field=uname,청동기시대의 집터 유적,휠체어진입 불가능,N,"부여 송국리에 있는 청동기시대 집터 유적이다. 하천과 평지에 인접한 낮은 구릉과 대지 위에 100여 기 이상의 집터가 있을 것으로 추정된다.   1974년에 유적이 알려지면서 석관(石棺)무덤과 그 안의 부장품으로 비파형동검, 간돌칼 같은 남쪽에서는 처음 알려진 유물들이 드러났고, 반달칼, 돌도끼, 놋창끝 등이 나와 이듬해부터 발굴에 들어갔다. 유적의 발굴은 1975년부터 1987년까지 7차례에 걸쳐 이루어졌고, 집터 33기, 석관(石棺)무덤 1기, 옹관(饔棺)무덤 4기 등이 드러났으며, 그밖에 청동기시대의 많은 집자리가 확인되었다. 집자리는 석비례층을 20～40㎝ 깊이로 파고 지은 얕은 움집으로, 집자리 테두리는 둥근꼴, 둥근넙적꼴, 긴네모꼴의 세가지가 있는 것으로 나타났다.   집터는 평면 형태에 따라 둥근 것과 긴 네모꼴인 것이 있다. 둥근 집터는 30～150cm 깊이로 땅을 파서(수혈식주거지) 만들었으며, 한쪽 벽을 얕게 파서 문을 만든 듯하다. 화덕자리가 발견되지는 않았지만 다수의 저장용 구덩이가 발견되었다. 바닥 중앙에 1m 내외의 긴 타원형 구덩이를 파고 그 구덩이 안에 몇 개의 둥근 구덩이를 만들었다. 네모꼴 집터는 30㎝ 미만으로 땅을 판 반움집이나 지상식에 가까운 것으로 기둥구멍이 발견되지 않았으나, 주춧돌이 있는 발달된 집 형태를 하고 있다.  집터 안에서는 토기와 석기가 많이 출토되었다. 토기는 무문토기와 붉은 토기(홍도), 검은 간토기(흑도)가 나왔다. 무문토기는 납작한 밑, 긴 달걀형의 몸체, 목이 없이 아가리가 밖으로 약간 꺾인 모습을 하여 이전의 무문토기와 달라 송국리식토기라 불린다.   돌칼, 돌화살촉, 방추차, 돌도끼를 비롯하여 다양한 석기들도 출토되었다. 그밖에 많은 양의 불탄쌀과 벽체에 세웠던 판자가 불탄채로 나오기도 하였고, 청동도끼 거푸집(동부용범)이 출토되었다. 청동도끼 거푸집은 부채날형 청동도끼의 틀로서 요령지역의 것과 닮은 것이다. 집터 서쪽에는 우리나라에서 처음으로 무문토기 가마터가 확인되었다.   송국리 집터는 유물을 토대로 기원전 7～6세기 전에 농경과 수렵에 기반을 둔 사람들에 의해 만들어진 것으로 추측되며, 청동기시대 사람들의 생활상을 보여주는 중요한 자료로 평가된다.
",07-18-1.jpg,07-18-2.jpg,07-18-3.jpg,07-18-4.jpg,
부여,tourist,역사유적지,"백마강,정자,부여팔경,팔작지붕,수북정,부여,부소산",수북정,충남 부여군 규암면 규암리 147-2,36.275365,126.890645,부여고도문화사업소 041-830-2511,,정자 밑으로 흐르는 백마강,휠체어진입 불가능,N,"부여팔경 중 하나인, 수북정
수북정은 부여팔경(扶餘八景)의 하나로 경치가 매우 아름다운 곳이다. 동에는 부소산(扶蘇山)과 나성(羅城)이 있고 정자 밑에는 백마강(白馬江)이 맑게 흐르고 있다.
수북정은 조선 광해군(1608∼1623) 때 양주(楊州) 목사(牧使) 김흥국(1557∼1623)이 건립하였다 하며, 그의 호를 따서 수북정이라 불린다. 김흥국(金興國)은 김장생(金長生), 신흠(申欽) 등과 친교가 매우 깊었으며, 지금도 신흠의 수북정(水北亭) 팔경시판(八景詩板)이 걸려 있다. 수북정은의 구조는 정면 3칸, 측면 2칸의 팔작지붕집이다. ",07-19-1.jpg,07-19-2.jpg,07-19-3.jpg,07-19-4.jpg,
청양,tourist,역사유적지,"백제시대산성,자연산성,산책코스,백제,토기,청양삼층석탑",우산성,충남 청양군 청양읍 청산로 151-6,36.458069,126.809129,041-940-2213,http://tour.cheongyang.go.kr/tour/sub01_01_05.do,산줄기 따라 자연스럽게 축성,휠체어진입 불가능,N,"우산성은 충청남도 기념물 제81호로 지정되어 있는 백제시대 축성한 산성으로 높이는 3~7m이고, 길이가 965m에 달하고 청양읍 읍내리, 송방리, 백천리에 걸쳐 있으며 우산의 2개봉의 산정과 산곡의 자연지형에 따라 축성한 성이다.

성의 형태는 대부분이 양쪽에 돌로 쌓고 가운데에는 흙을 채웠으며 폭이 6m에 이른다. 성벽에 사용한 돌은 대개 30cm X 20cm, 40cm X 20cm 정도의 자연석을 사용했으며 동쪽과 북쪽의 일부에 당초의 석축 모습이 남아 있어 백제 당시의 축성술을 짐작할 수 있다.

성내에는 3개소에 문지가 있었는데 남쪽이 주문인 듯 하며 성내에서 토기편과 와편이 출토되는데 백제시대에서 조선시대까지 넓게 출토된다. 우산성은 청양시가지와 인접해 있고 입구에 보물 제197호로 지정된 청양석조삼존불입상과 문화재자료 148호로 지정된 청양삼층석탑등이 있어 많은 사람들의 산책코스 및 휴식처로 이용되고 있다.
",07-20-1.jpg,07-20-2.jpg,07-20-3.jpg,07-20-4.jpg,
청양,tourist,역사유적지,"면암최익현,애국지사,고종황제,모덕사,덕을흠모,을사조약,장서각",모덕사,충남 청양군 목면 나분동길 12,36.446143,127.008551,모덕사 관리사무소 041-940-2481,http://tour.cheongyang.go.kr/tour/sub01_01_10.do,면암의 덕을 흠모한다,휠체어진입 불가능,N,"조선 후기 애국지사인 면암 최익현(1833~1906)선생의 영정을 모신 사우로 1914년에 건립되었다.

현판의 글자는 고종황제가 내리 글 가운데 “면암의 덕을 흠모한다(艱虞孔棘慕卿宿德)” 라는 구절에서 “모(慕)” 자와 “덕(德)” 자를 취한 것이다. 최익현선생은 이향노의 제자로 문학과 도학에 조예가 깊었으며 철종6년 (1855)에 문과에 급제하고 벼슬이 사헌부 장령까지 올랐다. 그러나 나라를 걱정하며 대원군의 정책을 비판하는 상소문을 여러 차례 올리고 흑산도에 유배되기도 하였다.

또한 1905년 을사조약이 체결되자 을사 5적을 처단할 것을 주장하였고 같은 해 일본의 죄상을 16개 항목에 적어 항쟁하며 전라북도 태인에서 의병을 모집, 일본군과 싸웠다. 그러나 일본 헌병대에 체포되어 대마도에 유배되었고 적군이 주는 음식을 먹을 수 없다며 단식하다 끝내 순국하였다. 후에 그를 추모하는 사림들이 태인, 포천, 곡성 등 여러 지역에 그의 사당을 세웠다. 이곳 모덕사는 선생이 살았던 고택옆에 마련된 사우와 많은 장서를 보존하고 있는 장서각과 선생의 유물을 전시하는 전시관이 함께 들어서 있다.
",07-21-1.jpg,07-21-2.jpg,07-21-3.jpg,07-21-4.jpg,
청양,tourist,역사유적지,"보물제18호,보물,서정리구층석탑,정선,청양,백곡사,고려시대",서정리구층석탑,충남 청양군 정산면 서정리 16-2,36.410674,126.953068,041-940-2213,http://tour.cheongyang.go.kr/prog/cultureAssets/tour/sub04_02/G2/view.do?pageIndex=1&asset_seq=12,상하 비례의 아름다움,휠체어진입 불가능,N,"(보물 제18호) 정산에서 공주 방향으로 500M 떨어진 벌판 가운데에 서 있는 탑으로, 부근에 고려시대 백곡사(白谷寺)라는 절이 있었다고 하나 주위에 기와조각 등이 흩어져 있을 뿐 다른 유물들은 찾아볼 수 없다.
탑은 2단의 기단 위에 9층의 탑신을 올린 모습이다. 아래층 기단에는 안상(眼象)을 돌려 새겼는데, 바닥선이 꽃모양으로 솟아올라 있어 고려시대의 양식상 특징을 드러낸다. 윗층 기단에는 네 모서리와 면의 가운데에 기둥 모양을 새겼으며, 그 위로 알맞은 두께의 돌을 덮어 안정된 모양새를 띠고 있다.",07-22-1.jpg,07-22-2.jpg,07-22-3.jpg,07-22-4.jpg,
홍성,tourist,역사유적지,"홍주성,여하정,조양문,홍성,역사,홍성군청,연못,홍주읍성,안회당,동헌,홍주아문",홍주성과여하정,충남 홍성군 홍성읍 아문길 27,36.601302,126.660885,041-630-1224,http://tour.hongseong.go.kr/cntntView.do?mc=05030100&cntnt_sn=75,조선시대의 신 축성법,휠체어진입 불가능,Y,"홍주성은 백제의 주류성에 비정되고 있으나 초축년대는 확실히 알 수 없으며 고려시대까지도 홍주성 수 개축의 기록은 보이지 않는다. 다만 세종실록지리지에서 홍주읍성의 둘레가 533보2척(1보는 6척), 성내에 샘이 하나 있는데 여름이나 겨울에도 마르지 않는다고 하였다.
그런데 조선 초기의 문물제도의 정비와 중앙집권체제의 표현이라 할 지방행정구역의 개편과 왕실의 대행자라는 명분에 힘입어 각 관읍의 위엄도 동시에 갖추어지게 되었다. 이에 따라 각 관읍의 읍성은 새로운 규모와 격식을 갖춘 성을 새로이 쌓게 되었는데 그 일환으로 문종 원년(1451)에 새롭게 수축한 홍주읍성의 규모는 성주 4,856척, 높이 11척, 여장이 608, 성내에 우물이 2, 작은 개울 1, 해자는 시설하지 않았으며, 본래보다 물려 쌓았다고 했다. 그 후 수축은 현종대에 한계수에 의하여 중수되고 순조 24년(1824)에 진장 김계묵과 목사 이헌규에 의해 수리되었는데 그런 사실을 수성기적비가 전한다. 또 고종 7년(1870) 목사 한응필이 조양문을 짓고 경의문, 망화문과 관영을 경영하였다.
문종대에 이 성에 문이 4개가 있었으나 남문에는 문루가 없었던 것이 특징이다.

현재의 조양문은 고종 7년(1870)에 한응필의 개수로부터 비롯되나 1955년 새로이 수축, 단장한 것이다. 또 홍주 아문은 조선시대 관아의 구조나 형태를 살필 수 있는 좋은 자료가 되는 출입문이다.
홍주읍성은 삼국시대 이래 조선시대까지 읍터로서 크게 변동이 없었다는 점과 내포평야를 끼고 있어 시대적으로 많은 사연을 갖는다는 점, 조선 초 새로운 축성법에 의한 축성물이 현존한다는 점에서 보존의 가치와 축성법 연구에 가치가 크다고 하겠다.
산성은 주위가 최장 1,772m에 달하였으나, 많은 구간이 전면 훼철되고 810m의 구간만이 남아있고, 성내에 있던 관아의 건물이 36동에 이르렀으나, 그 중 조양문, 홍주아문, 안회당(동헌[東軒]), 여하정(余何亭)등 4동의 건물만이 현존하고 있다.",07-23-1.jpg,07-23-2.jpg,07-23-3.jpg,07-23-4.jpg,
홍성,tourist,역사유적지,"만해,한용운,독립운동가,문학,민족시비공원,님의침묵",만해한용운생가,충남 홍성군 결성면 만해로318번길 83,36.563014,126.553836,홍성군 문화관광과 041-630-1362,http://tour.hongseong.go.kr/tour/sub01_01_03.do,민족시인의 탄생,휠체어진입 부분가능,N,"만해 한용운선생 생가지는 독립운동가이자 승려이며 시인인 한용운(1879~1944)선생이 태어난 곳이다.

낮은 야산을 등진 양지쪽에 자리 잡고 있으며, 생가가 쓰러져 없어진 것을 1992년에 생가를 중심으로 주변지역을 사적화하기 위해 복원사업을 시작하였다. 생가인 초가 외에 사당 삼문 관리사 화장실 등을 건립하였으며, 주변 정비사업을 추진하였다.

가옥은 앞면 3칸옆면 2칸 규모의 초가인데 양 옆으로 1칸을 달아내어 광과 헛간으로 사용하고 울타리는 싸리나무로 둘렀으며 바깥에 흙벽돌로 화장실을 만들었다. 이어 생가 좌측 뒷편에 사당과 삼문을 신축하였으며, 사당 전면에 기존에 있던 건물을 개축하여 관리사로 사용하고 있다.   2007년 10월 19일 만해문학체험관(연건평 1천90㎡)을 개관하였다. 전시실에는 만해의 일대기를 보여주는 60여점의 유품과 작품 등이 전시되며 시청각 영상시설에서는 7종류의 영상도 상영된다. 실외 전시로 민족시비공원이 있다.

한용운선생은 고종 16년(1879), 8월 29일 결성면 성곡리 박철동 잠방골에서 청주한씨 서원군 한명보의 후손인 부친 한응준과 모친 온양방씨의 차남으로 출생하였다. 한용운 선생의 어릴 때 이름은 유천(裕天), 자는 정옥(貞玉), 계명은 봉완(奉玩), 불명은 용운(龍雲), 법호는 만해(卍(萬)海)라 한다. 7세 때 홍성 남문동으로 이사, 한학을 배웠으며 9세에 문리를 통달하여 신동라 칭송이 자자하였다.  26세에 강원도 설악산 백담사에 들어가 불문에 입도하여 경학의 대가로 명승강사가 되었다. 
1926년 시집〈님의 침묵〉을 발간하였다. 일제에 대항하는 단체였던 신간회를 주도적으로 결성하였는데, 이 신간회는 후에 학생 의거와 전국적인 민족 운동으로 전개되고 추진되었다. 선생은 민족독립 불교유신 자유문학의 3대 사상가로서 절의(節義)의 행적을 남기고 1944년 6월 28일(음 5월 9일) 서울 성북동 심우장(尋牛壯)에서 별세하였다.저서로 『님의침묵』,『조선불교유신론』, 『불교대전』 등을 남겼으며 그의 사후인 1962년 대한민국 건국공로훈장이 수여되었다. 
",07-24-1.jpg,07-24-2.jpg,07-24-3.jpg,07-24-4.jpg,
홍성,tourist,역사유적지,"백야,김좌진,장군의아들,김두한,김을동,송일국,독립군,백야사",백야김좌진장군생가,충남 홍성군 갈산면 백야로546번길 12,36.59733,126.546809,홍성군 문화관광과 041-630-1362,http://tour.hongseong.go.kr/tour/sub01_01_07.do,청산리전투의 영웅,휠체어진입 부분가능,N,"백야(白冶) 김좌진(金左鎭) 장군이 태어나 성장하였던 곳으로 고종26년(1889)선원 김상용의 10세손인 형규의 둘째 아들로 태어났다. 
그는 어려서부터 천성이 호방영민 하였으며 용력이 뛰어나 18세 때에는 이미 호명학교(湖明學校)를 세워 신학문을 교육하기도 하였다. 
그는 광복단 사건으로 3년간 옥고를 겪은 후 1918년 만주로 건너가 3.1운동의 전주곡이 되는 무오독립선언서에 39명의 민족지도자와 함께 서명하였다. 1919년 북로군정서(北路軍政署)를 조직하고 총사령관이 되었다. 그리고 사관연성부를 설치하여 독립군을 양성하였고 1920년 10월 청산리에서 일본군을 맞아 7일 동안 10여차례의 전투 끝에 일본군 3,000여명을 살상하는 독립운동사상 최대의 금자탑을 이루었다. 
1925년 김혁, 최호, 나중소 등과 함께 신민부를 조직하여 총사령관이 되었으며 1929년 김종진, 이을규 등과 함께 한족총연합회를 조직하여 수석에 취임하여 재만 동포의 교육과 민생에 주력하는 한 편 중국의 항일 세력과 연합하여 대일 항전을 준비하던 중 1930년 1월 24일(음 12월 25일) 북만주 중동선 산사역 부근의 정미소 앞에서 동지였던 박상실의 흉탄에 순절하였다.   생가지에는 1991년부터 성역화사업을 추진하여 생가의 문간채, 사랑채를 복원하고 관리사 및 전시관을 건립하였다. 또한 김좌진장군 사당(백야사)은 98~2001년까지 성역화사업 추진으로 2,880평의 부지를 확보하여 내ㆍ외삼문, 재실, 주차장 등을 조성하였으며, 매년 음력 12월 25일에 제향을 올리고 있다.
",07-25-1.jpg,07-25-2.jpg,07-25-3.jpg,07-25-4.jpg,
예산,tourist,역사유적지,"우물,임존성,임존산성,전쟁,후백제,부흥운동,도침,석축산성",임존성,충남 예산군 대흥면 임존성길 153,36.592377,126.775521,예산군 녹색관광과 041-339-7312,http://tour.yesan.go.kr/tour/sub01_01_01_07_01.do,적의 공격을 우물로 막아내다,휠체어진입 불가능,N,"예산군 광시면과 대흥면, 홍성군 금마면이 만나는 지점에 해발 483.9m의 봉수산이 솟구쳐 있다. 이 산 산정에 조성된 임존산성은 높은 곳에 우물을 파서 물을 그 안에 모았다가 적의 공격 때 물꼬를 터뜨려 1차적으로 곤경에 빠뜨리고 결정적인 공격을 가할 목적으로 쌓은 성이다. 
임존산성은 약 4km의 테뫼식 석축산성으로 성벽의 높이는 2.5m, 폭은 3.5m인데 남쪽의 성벽은 굴곡이 심하여 성내에는 7~8m의 내호가 둘러져 있다. 외벽은 돌로 쌓여 있고 안은 흙으로 메워진 테뫼식 석축산성으로 성주 약 5,194척, 높이 약 2.5m, 폭 약 3.5m로 말을 타고 달려도 넉넉할 정도다. 의자왕 20년에 백제가 나당 연합군에 망했을 때 의자왕의 사촌 동생 복신, 도침(스님)과 흑치상지가 3년여 동안 후백제 부흥운동의 거점으로 활용하였으며 백제의 산성 중에서도 그 규모가 가장 커서 산성 연구에 많은 기초가 되고 있다. 
이 성곽을 따라 내려가면 대련사를 만날 수 있으며 정상에서는 남에서 서로 뻗어 줄기를 같이하는 오서산, 백월산, 가야산을 한눈에 내려다 볼 수 있다. 이 성의 특징은 네 모서리를 견고하게 하기 위해 다른 곳보다 2m 정도 더 두껍게 내탁하였으며, 성의 높이도 더 높게 축조하였다. 광시면 마사리 방향에서는 성 아래까지 임도를 이용하여 승용차로 주차장까지 오를 수 있다.",07-26-1.jpg,07-26-2.jpg,07-26-3.jpg,07-26-4.jpg,
예산,tourist,역사유적지,"매헌,윤봉길,충의사,예산,애국정신,윤봉길문화축제",충의사,충남 예산군 덕산면 덕산온천로 183-5,36.68646,126.651451,예산군 관광시설사업소 041-339-8231,http://tour.yesan.go.kr/tour/sub01_01_01_03_01.do,농촌계몽과 애국정신을 본받자,휠체어진입 불가능,N,"충의사는 매헌 윤봉길 의사께서 태어나시고 자란곳이며 망명전까지 농촌계몽과 애국정신을 고취하였던 곳으로 행정구역상으로는 예산군 덕산면 시량리에 위치해 있다. 충의사는 사적 제229호(72.10.14)로 지정되었으며 1967년에서 1974년까지 윤봉길 의사의 위업을 선양하고 충의정신을 후세에 기리 보존하고자 성역화 사업을 시행하였고, 매헌 윤봉길 의사 의거를 기리기 위해 매년 4월27~29일에 윤봉길문화축제가 다채롭게 펼쳐지고 있다.

윤봉길의사는 순종 융희 2년(1908) 6월 21일 도중도 생가에서 윤황공의 장남으로 태어나 15세때에는 학력이 뛰어나 천재소리를 들었으며 19세때인 1926년에는 야학회를 창설하여 문맹퇴치에 힘쓰시고 1927년 농민독본을 집필하시고 독서회를 조직했다. 1930년 3월 6일 “장부출가 생불환”이란 비장한 유서를 남기고 망명길에 올라 1932년 4월 29일 중국 상해 홍구공원에서 천장절 상해사변 전승축하 식장을 폭파하는 대의거 거사후 1932년 12월 19일 25세를 일기로 순국하셨다.

충의사는 면적 147,802㎡로 크게 4개 구역으로 나누어 볼 수 있다. 본전지역은 윤봉길의사 영정을 모신 사당과 충의문, 홍살문 등이 있고, 기념관 지역은 윤봉길의사기념관, 어록탑, 보부상 전시관이 있는데 윤봉길의사기념관은 유품(보물 제568호) 28종 56점이 전시되어 있고 윤봉길의사 짧은 일대기를 매직비젼 11대와 각종 영상과 디오라마로 보여주고 있으며, 영상관, 11경도실 등이 있다. 성장가지역은 윤봉길의사가 4세때부터 망명전 23세까지 사시던 저한당과 의거 기념탑, 윤봉길의사 동상이 있다. 생가지역은 윤봉길의사께서 사방으로 냇물이 흘러 도중도라고 명명하셨고, 또한 윤봉길의사께서 출생하시어 4세때까지 사시던 광현당과 야학을 하시던 부흥원, 물레방아 등이 있으며, 도중도에는 무궁화 및 각종 야생화 등이 볼거리를 제공한다. 
",07-27-1.jpg,07-27-2.jpg,07-27-3.jpg,07-27-4.jpg,
태안,tourist,역사유적지,"안흥성,안흥진성,태안,효종,수성루,수홍루,복파루,삼성루",안흥성,충남 태안군 근흥면 안흥성길 33-6,36.682617,126.156277,041-673-0006,http://www.taean.go.kr/html/kr/tour/tour_03_01_t02.html,중국사신을 영접하던 중요지,휠체어진입 불가능,N,"안흥성(안흥진성)은 근흥면 정죽리 안흥항의 뒷산에 위치해 있는데, 조선조 제17대 효종 6년(1655)에 축성된 것이다.

축성연유를 살펴보면 경기사인 김석견이 왕에게 상소하여 안흥진성의 축조를 청원하니 왕이 지경연사인 이후원을 불러 안흥진성 축조의 필요성을 하문하였다.
이에 왕이 충청감사에 명해 안흥진성을 축조케하니 인근 19개 읍민이 동원되어 10여년만에 축성되었다

안흥성은 이후 240년간 내려오다 조선조의 고종 31년(1894년) 동학혁명때 성내의 건물이 모두 소실되고, 이에 따라 성곽은 자연히 폐성되고 말았다.

지금도 성곽과 동·서·남·북의 성문이 비교적 원형대로 남아 있으며 동문은 수성루, 서문은 수홍루, 남문은 복파루, 북문은 삼성루라 불렸다.

안흥성은 둘레 1,568미터, 높이 3.5미터에 이르는 석성(石城)으로 지난 1979년 7월 3일 충청남도지정 기념물 제11호로 지정되었다.
",07-28-1.jpg,07-28-2.jpg,07-28-3.jpg,07-28-4.jpg,
천안,tourist,종교/사찰/성지,"각원사,불상,천안,태조산,청동대불,대사찰,각원사관광단지",각원사,충남 천안시 동남구 각원사길 137-15,36.834157,127.196966,각원사 041-561-3545,http://www.cheonan.go.kr/EgovPageLink.do?link=/tour/sub/sub02/sub_06,"높이만 15m, 거대한 좌불상",휠체어진입 부분가능,N,"천안 인터체인지를 벗어나 오른쪽으로 300 m 쯤 가면 천호지 호수가 나온다. 호수 오른쪽으로 포장된 도로를 따라 약 3 km 정도 가면 천안의 진산이라는 태조산이 나타나는데, 이 산 입구에 각원사 안내 표시가 있다. 

천안의 진산이라는 태조산에 위치하고 있는 대사찰로 남북통일을 기원하기 위해 만든 청동대불이 유명하다. 이 좌불상은 앉아 있는 높이가 15m이며, 귀의 길이만도 1.75 m,손톱 길이는 30 cm나 된다. 경주 불국사 이래의 대사찰로 손꼽히며, 현재 각원사관광단지가 조성중에 있는 등 천안의 새로운 관광명소로 떠오르고 있다. 
",08-01-1.jpg,08-01-2.jpg,08-01-3.jpg,08-01-4.jpg,
천안,tourist,종교/사찰/성지,"천안,광덕사,광덕산,선덕여왕,신라시대,산세,팔각지붕,호두원산지",광덕사,충남 천안시 동남구 광덕면 광덕사길 30,36.675708,127.042267,광덕사 041-567-0050,http://www.cheonan.go.kr/EgovPageLink.do?link=/tour/sub/sub02/sub_06,400년 호두나무의 위엄,휠체어진입 부분가능,N,"해발 699m의 광덕산은 충남 천안시 동남구 광덕면과 아산시 배방면, 송악면 사이에 있는 산세가 수려하고 숲이 우거진 명산이다. 
산자락에 있는 광덕사는 신라 27대 선덕여왕때 자장율사가 창건하고 진산대사가 중건한 절로 경기, 충청지방에서는 가장 큰 절이었으나, 임진왜란으로 불타버리고 그 이후에 대웅전과 천불전을 세웠다. 
이곳에는 고려 초기의 작품으로 보이는 3층석탑이 남아 있으며, 팔각 형태의 지붕을 삽입하여 건축양식이 특이한, 새로 지은 종각이 있다. 또한 대웅전 입구에 있는 수령 400년의 호두나무도 볼만하다. 
이곳은 계절에 관계없이 많은 사람들이 찾아오고 있는 곳이며, 천안의 명물 호두과자를 만드는 호두의 원산지이기도 하다. 

*산행코스
-광덕사 -> 잣나무단지 -> 내산부락 -> 장군바위 -> 가마봉 -> 강당골(6km, 2:00) 
-광덕사 -> 잣나무단지 -> 가마봉 -> 송악저수지 
",08-02-1.jpg,08-02-2.jpg,08-02-3.jpg,08-02-4.jpg,
공주,tourist,종교/사찰/성지,"갑사,공주,동학사,계룡산,추갑사,첫번째",갑사,충남 공주시 계룡면 갑사로 567-3,36.3656,127.187518,"사무실 041-857-5178
종무소 041-857-8981
매표소 041-857-5849""
",http://tour.gongju.go.kr/tour/sub01_01_01.do,여러 개의 암자를 거느린 대찰,휠체어진입 부분가능,N,"하늘과 땅과 사람 가운데서 가장 으뜸가는 사찰, 갑사
노송과 느티나무 숲이 우거진 계룡산의 서북쪽 기슭에 위치한 절이다. 공주에서 19km 떨어져 있고, 동학사에서 도보로 3시간 정도면 갈수 있는 거리에 있다.춘마곡, 추갑사라는 말이 암시해주듯이 갑사의 가을 단풍은 더없이 아름답다. 삼국시대 초기 백제 구이신왕 원년(420)에 고구려에서 온 아도화상이 창건하였다. 갑사는 계룡갑사, 갑사, 갑사사, 계룡사 등으로 불리워 왔으며, 통일신라 화엄종 십대사찰의 하나였던 명찰이다. 

갑사는 '하늘과 땅과 사람 가운데서 가장 으뜸간다'고 해서 갑등의 이름으로 갑사가 되었다고 전한다. 이름대로 하면 첫째가는 절인 것이다. 조선 세종 6년(1423)에 일어난 사원 통폐합에서도 제외될 만큼 일찍이 이름이 났던 절이었으며, 세조 때에는 오히려 왕실의 비호를 받아 '월인석보'를 판각하기도 하였다.1597년 정유재란시 전소되었으며,선조37년 (1604)대웅전과 진해당 중건을 시작으로 재건되기 시작하여 오늘에 이르렀다. 절 주위에는 용문폭포, 수정봉, 천진보탑, 군자대 등 수려한 경승이 줄지어 있으며 특히 남쪽 계곡은 이른바 9곡을 이루어 절경을 이룬다. ",08-03-1.jpg,08-03-2.jpg,08-03-3.jpg,08-03-4.jpg,
