대분류,중분류,소분류,시도,시군구,자원명,영문명,홈페이지,연락처,팩스,관리기관,상세주소,도로명주소,자원설명,최근수정일,데이터기준일
관광장소 및 시설,공원,국립공원,경상남도,하동군,지리산국립공원(하동군),Jirisan gukrip park,,,,,경상남도 하동군 화개면 용강리 452 하동분소,,"우리나라 최초의 국립공원이자(1967년), 최대면적의 육상공원(14억 5천 6백만평)으로서 우리나라 산악의 대표성과 상징성 그리고 역사성을 고루 갖춰 흔히 민족의 영산으로 불릴만큼 우리의 정서속에 깊이 새겨진 자연유산인 지리산은 멀리 백두산맥이 흘러왔다 해서 두류라 하고 옛 삼신산의 하나인 방장산으로 알려져 있으며, 조선 태조 등극 전에 팔도 명산 산신제를 올려 등극의 대업을 알렸는데 유독 지리산에서만 대제를 올렸다고 한다. 그러나 그 뒤에는 조선 태조의 왕위 찬탈에 불복한채 고려조에 대한 의리를 밝힌 지리산의 굳굳함을 기리는 전설 즉 불복산의 전설이 깔려 있다. 지리산은 최고봉인 경남지역의 천왕봉(1,915m)을 비롯하여 전북지역의 반야봉(1,751m), 전남지역의 노고단(1,507m)이 있는데 정상에 오르면 남원을 비롯해서 진주와 곡성, 구례, 함양고을이 한눈에 들어온다.지리산은 주능선을 중심으로 해서 각각 남북으로 큰 강이 흘러내리고 있다. 하나는 낙동강 지류인 남강의 상류로서 함양 산청을 거쳐 흐르고 또 하나는 멀리 마이산과 봉황산으로부터 흘러온 섬진강이다. 이들 강으로 흘러드는 개천인 화개천, 연곡천, 동천, 경호강, 덕천강 등 10여개의 하천이 있는가 하면 맑은 물과 아름다운 경치 등을 간직, ""지리산 12동천""을 이루고 있으며, 바로 청학동, 백무동, 연곡동, 악양동, 홍류동 등 여러 마을들이 곳곳에 널려 있다. ",2004-03-10,2023-05-10
관광장소 및 시설,공원,국립공원,경상남도,하동군,한려해상국립공원(하동군),Hallyeohaesang gukrip park,,,,,경상남도 하동군 금남면 노량리,,"예부터 우리나라에서 가장 아름다운 바다뱃길로 이름난 한려수도 300리에 점점이 놓여 있는 크고 작은 섬들은 마치 보석을 흩어 놓은 듯 보는이의 마음을 설레이게 하고 태평양을 마주하고 있는 남해의 잔잔하고 영롱한 쪽빛바다.굽이굽이 다양한 모습을 보여주는 끝없는 해안선, 하얀 파도를 시원하게 가르며 그림처럼 오가는 가지가지의 배들, 곳곳에 깃든 수많은 전설과 역사들을 안고 있는 한려해상국립공원은 우리나라 맨 남쪽인 거제시, 사천시, 통영시, 하동군, 남해군, 여수시에 걸쳐 있으며 각 지역 마다 제각기 독특한 경관을 자랑하고 있다. 한려해상국립공원은 1968년 12월 31일에 우리나라의 해상공원으로서는 처음으로 국립공원으로 지정되었으며 매년 200만명이상의 탐방객이 이 아름다운 해상국립공원의 경관을 희망과 호기심으로 찾고 있다. 우리나라에서 두 번째로 큰섬이 거제도의 남쪽해안선을 따라가노라면 깨끗하고 세밀한 모래사장으로 외국인으로부터 더욱 사랑을 받고 있는 구조라해수욕장과 몽돌을 끝없이 펼쳐놓은 학동해수욕장을 지나면 붉은 동백꽃이 곳곳에 그 고운 자태를 뽐내며 무리지어 피어 있는 동백림이 나타난다. 무지개마을의 전망대에서 바라보는 대·소병대도의 잔잔한 바다위에 점철된 섬들사이로 이리저리 다니는 배들은 보는이로 하여금 감탄을 자아내게 한다. 바다의 금강산이라 하여 해금강이라 불리는 갈곶도는 명승 제2호로 지정되어 있을 만큼 사자바위와 촛대바위등 기암괴석과 십자동굴등 해안절벽이 절경을 이루고 있고 이곳의 삼신이 이 마을을 지켜 온다는 전설을 간직하고 있다. 한산도를 비롯한 96여개의 크고 작은 유·무인도와 독특한 지형을 창출하고 있는 비진도의 선유봉, 해안굴곡이 심하고 간만의 차이가 적은 남해의 전형적인 해안풍경을 연출하는 풍화리와 학림도, 미륵도의 자연경관과 천연기념물 제63호로 지정된 팔손이나무등 희귀식물이 서식하고 임진왜란 당시 이충무공이 지은 제승당과 한산대첩의 유적지인 통영 한산지구는 한려해상국립공원의 가장 중심지에 위치하고 있다. 우리나라 남해안 일대에서 물이 가장 깨끗하기로 이름난 곳이 바로 한려해상국립공원내의 사천지구이다. 이곳은 물이 깨끗할 뿐 아니라 물살이 빠른 물목이라 부태꼴 모양의 나무말뚝을 박아 고기를 잡는 원시적 어로 방식인 죽방림이 아직도 있는 곳이며 신수도, 학도, 늑도등 여러개의 섬들이 어우러져 있는 곳이다. 특히 학섬은 작은 무인도로서 오래전부터 수천쌍의 학이 이곳에 서식하였으나 근래에는 환경의 변화로 종적을 감추었으니 안타까운 일이다. 국도 19호선의 마지막 종착지인 남해섬을 들러 서려면 1973년에 준공된 동양최대의 현수교인 남해대교를 지나야 한다. 남해대교는 길이 660m, 폭 12m, 교각높이 80m인 2차선 교량으로 노량해협을 건너 육지와 연결되어 있다. ""싸움이 급하니 내가 죽었다 말하지 말라""며 숨을 거두신 이충무공의 한이 서린 남해의 노량 대첩지에는 장군의 뜻을 기리고 장군의 유해가 머물다간 역사적 사실을 알리는 충열사와 이순신 장군이 돌아가신 앞바다, 관음포를 바라다보는 곳에 이락사가 자리하고 있다. 노량지구를 지나 남해섬의 남단으로 내려오면 이동면과 상주면의 경계에 있는 금산을 만나게 된다. 옛날 중국 진시황의 사신 서불이 불로초를 구하러 들렀던 곳, 신라시대 유명한 원효대사, 의상대사, 윤필거사 등 고승들의 기도처, 태조 이성계의 조선건국과 관련한 이야기등 숱한 전설과 신비를 안고 있는 금산은 많은 사람들로부터 영산으로 칭송받고 있을 뿐아니라 문장암, 대장봉, 형리암 등의 기암괴석과 천인 단애한 38경을 안고 있는 산으로서 한려해상국립공원의 유일한 산악공원인 셈이다. 또한 이곳에는 은은한 금은빛 융단인양 발끝을 간질이는 부드러운 모래알, 잔잔하고 맑은 수면, 백사장과 어우러진 해송의 방풍림이 마치 한폭의 동양화를 연상케하는 상주해수욕장이 있어 산과 바다를 함께 즐길수 있는 천혜의 관광지로 각광받고 있다. ",2004-03-10,2023-05-10
관광장소 및 시설,공원,국립공원,경상남도,함양군,덕유산국립공원(함양군),Deokyusan gukrip park,,,,,경상남도 함양군 서상면 상남리 9-1 영각매표소,,"덕유산이 시작되는 고제 도마치부터 육십령까지 백리길에 1000 미터가 넘는 연봉들이 굽이친다. 덕유 삼봉산(1254 미터), 대봉(1300 미터), 지봉(1302 미터), 거봉(1390 미터), 덕유평전, 무룡산(1492 미터), 삿갓봉(1400 미터), 남덕유산(1508 미터) 등이 거창에 있는 산이다. 이들 산을 거쳐 육십령을 넘어 지리산과 이어지고 있다. 거창군 북상면 월성계곡의 아름다운 물과 바위 등 아직도 잘 알려지지 않은 계곡들이 있다. 특히 덕유산 마학동 계곡과 삼태동 계곡은 가장 환경이 잘 보존된 곳으로 생태계의 보고라 할 수 있는 곳이다. 주목, 구상나무, 고로쇠나무가 군락을 이루고 있다. 가장 잘 알려진 산행길은 송계사에서 거봉으로 올라 상여덤, 덕유평전, 중봉을 거쳐 오르는, 일명 '비단길'이다. 이 비단길은 9 킬로미터 거리에 5시간 정도 걸린다. 날씨가 좋은 날에 정상이나 1,000 미터 이상 되는 산 정상에 서면 멀리 지리산의 연봉들이 겹겹이 밀려오는 모습도 볼 수 있다. 옛날에는 광려산, 려산 등의 이름으로 불렸다고 한다. 덕유산으로 이름이 바뀐 이유는 조선을 건국한 태조 이성계가 고려 장군으로 있을 때 이 산에서 수도를 했었는데 수 많은 사나운 짐승들이 우글거렸으나 한 번도 해를 입지 않아 '덕이 많은 산'이라고 말한 데 기인한다. ",2004-03-10,2023-05-10
관광장소 및 시설,공원,국립공원,경상남도,함양군,지리산국립공원(백무동계곡),Baekmudong Valley,,055-962-5354,,,경상남도 함양군 마천면 강청리,,,2014-04-23,2023-05-10
관광장소 및 시설,공원,국립공원,경상남도,함양군,지리산국립공원(함양군),Jirisan gukrip park,,,,,경상남도 함양군 마천면 강청리 (함양분소),,"우리민족의 기상과 혼, 정서, 그리고 애환이 깃들여 우리와 더불어 숨쉬어 온 지리산은 예로부터 금강산, 한라산과 더불어 삼신산(三神山)의 하나로 알려져 왔으며,신라 5악의 남악으로 어리석은 사람이  머물면 지혜로운 사람으로 달라진다  해서 지리산(智異山)이라 불려왔다. 지리산은 백두산의 맥이 반도를 타고 내려와 이곳까지 이어졌다는 뜻에서 두류산(頭流山) 이라고 불려지기도 하고 불가에서 깨달음을 얻은 높은 스님의 처소를 가리키는 방장의 의미를 빌어 방장산(方丈山)이라고도 한다. 천왕정상에는 현재 82년도에 경상남도에서 세운 1.5m높이의 표지석이 서 있는데 전면에는 ""지리산 천왕봉 1915m"" 란 글이 표기돼 있다. 그전에는 진주 산악인들이 남명선생의 ""만고천왕봉 천명유불명""이란 글귀를 새겨 표지석으로 세워 두었다. 1967년 12월 27일 첫 국립공원으로 지정돼 보호되고 있는 지리산은  주봉 천왕봉(1,915m)에서 노고단(1,500m)을 잇는 1백리 능선에 반야봉,  제석봉, 촛대봉등 해발 1,500m를 넘는 10개의 거봉이 구름 위에  솟아있고  이들을 호위하듯 해발 1,000m를 넘는 20여 개의 높은 봉우리들과 85개의 크고 작은 봉우리들이 서로 어우러져 있다.용트림하듯 길게 뻗어진 주능선의 길이만도 100리가넘는 지리산은 북쪽을 내지리, 서남쪽을 외지리로 구분하나 잘  통용하지는 않고 있다.산릉은 주능선에 15개의 지능선과 15개의 계곡을 배열해 남북으로 흐르는 큰 강과 이어져 바다로 빠지게 연결시켜 두고 있다. 거산의 물줄기 큰 하나는 남강으로 또 하나는 멀리 덕유산 골짜기에서 흐르는 섬진강으로 이어진다. 봉우리와 재가 지리산의 위상이라고 보면 지리산의 실질이 되는 계곡은 이들 두 줄기 큰 물줄기를 만나기 전에 강으로 이어지는 계류천을  만든다. 화개천, 연곡천, 동천, 엄천강, 경호강, 덕천강, 횡천강 등 14개의 크고 작은 하천이 그것이다. 이들 하천을 만들기 위해 능선 사이사이에서 옥류청계를 자랑하며 그 하나하나가 비경을 이루는 것이 지리산 12동천이다.청학, 화개, 덕산, 악양, 마천, 백무, 칠선동과 피아골, 밤밭골, 들돋골, 뱀사골, 연곡골의 12동천은 수없이 아름답고 검푸른 담과 소, 비폭을 간직한 채 지리산 비경의  극치를 이룬다.이들은 또한 숱한 정담과 애환까지 안은 채 또다른 골을 이루고 있는데 혹은 73개의 골을 이야기하고 혹은 99개의 골을 논하고 있을 정도로 무궁무진한 골을 이루고 있다. 이러한 봉우리와 능선 그리고 계곡들은 대자연의 섭리와 어우러져 지리10경을 펼쳐 보이니 노고운해, 피아골단풍, 반야낙조, 벽소령명월, 세석철쭉, 불일폭포, 연하선경, 천왕일출, 칠선계곡, 섬진청류가 그것이다. 지리산의 비경은 또한 3도 5개군 15개면에 걸쳐 광대하게 펼쳐져 있어 동식물의 보고로도 정평이 나 있다. 현재까지 보고된 식물류는 목본식물  245종, 초본식물 519종 등 모두 824종. 이 중 식용식물이 285종, 약용식물이 174종, 독초식물이 14종으로 알려져 있으나 더 많은 연구 여부에  따라 더 있을 가능성이 많다. 수림이 울창해 동물류도 다양해 이미 호랑이, 표범, 불곰 등은 사라진 것으로 보고 되고 있으나 멧돼지,  반달곰, 사슴 등 짐승 22종과 조류 163종 등 421종의 동물이 살고 있는 것으로 조사되고 있으면 최근에 반달곰 4마리를 방생하였다. 정상에는 아득한 옛날부터 지리산 신령을 봉안했던 성모사가 자리해 있었으나 속인들의 끊임없는 욕심으로 자취를 감추고 빈자리만 덩그렇게 남아 있다. 성모상은 훼손된 채 사라졌다가 다행히 한 스님에 의해 찾겨져 중산리 천왕사에 모셔져 있으나 제자리로 돌아오기란 쉽지 않은 모양이다.천왕봉의 성모사는 1489년 이곳을 오른 김일손의 ""속두류록""에 의하면 성모사는 천왕봉 정상에 한 칸 정도의 돌담벽이 있고 담 안의 너와집에 성상이 안치돼 있었다고 전한다. 이 사당은 빨치산에 의해 허물어진 뒤 오늘날까지 노천암대만 남아 처량하게 오늘날까지 남아있는 실정이다. 지리산은 가도가도 끝내는 그 진면목을 보여주",2004-02-26,2023-05-10
관광장소 및 시설,공원,국립공원,경상남도,합천군,가야산국립공원(해인사),Gaya Mountain Korea National Park,http://gaya.knps.or.kr,055-930-8000,055-931-0070,,경상남도 합천군 가야면 구원리 산 123-1,,"< 개요 >소백산맥의 한 지맥인 가야산은 일명 우두산이라고 불리는 높이 1,430m의 주봉인 상왕봉을 중심으로 행정구역상 경상남도 합천군, 거창군과 경상북도 성주군 사이에 위치한 산이다.1972년 10월 13일 우리나라에서 9번째로 국립공원으로 지정되었으며, 해인사를 비롯하여 마애불 입상, 용문폭포, 홍류동 계곡 등의 뛰어난 명승고적과 자연경관이 있는곳이다. 예로부터 가야산은 법보 종찰이 위치할 수 있는 산으로서, 천하에 뛰어난 지덕을 갖춘 산이다. 또한 호국 불심의 일념으로 팔만대장경을 각인하여 국난을 스스로 극복한 조상의 숨결이 있는 곳이기도 하다. 또한 가야산은 오대산(1,563m), 소백산(1,439m)과 더불어 왜적의 전화를 입지 않은 곳으로 삼재(화재, 수재, 풍재)가 들지 않는 곳이라고 했다. 그러나 올림픽 고속도로가 개통됨으로써 화합의 장소가 되었다. 주봉인 상왕봉을 중심으로 두리봉, 단지봉 등의 톱날 같은 암봉이 병풍처럼 펼쳐진 영산이다. 그 남서쪽 기슭에 자리한 해인사는 우리나라 3대 사찰의 하나다. 해인사에 세계적인 보물로 손꼽히는 팔만대장경(국보32호)이 있다는 것은 널리 알려진 사실이다. 그밖에 팔만대장경 판전(국보52호), 석조여래입상(보물264호), 반야사 원경왕사비(보물128호) 등 국보급 문화재가 많다. ",2014-04-03,2023-05-10
관광장소 및 시설,공원,국립공원,경상북도,경주시,경주국립공원(경주시),Gyeongju gukrip park,,,,,경상북도 경주시,,"신라 천년의 왕도였던 경주에 그 1천년의 문화유산이, 또 1천년을 고스란이 남아 있는 산과 바다의 자연경관을 중심으로 이루어져 다른 국립공원에 비해 거리마다 역사가 쌓여 있는 도시 전체가 사적지인 곳이다. 사방이 산으로 둘러싸인 분지를 이루고 있는데 동쪽에 토함산(吐含山:745 m), 서쪽에 선도산(仙桃山:381 m), 남쪽에 남산(南山:466 m), 북쪽에는 금강산이 있고, 그 사이사이에 형제산 망성산, 벽도산, 소금강산(小金剛山:143 m), 단석산(斷石山:827 m) 등이 솟아 있어 천연의 요새를 이루고 있다. 해마다 5백만명 이상이 찾는 한국 유수의 관광지로서 불국사의 다보탑 너머의 석양은 신이 마련한 경색으로 꼽히며 남산의 불적은 신라 1천년의 문화가 바위틈마다 돌부처로 남아 있는 신라불교의 현장이다. 유네스코에 의해 세계 10대 문화유적지로 지정된 경주에는 시내에만 고분이 155기, 시외각에 421기가 있으며, 태종무열왕릉, 진흥왕릉, 법흥왕릉 등 왕들이 36기로 경주는 온통 무덤으로 덮여있지만 음산한 분위기는 전혀 찾아 볼 수 없다. 경주시미중에서 어린이조차도 무덤인 고분을 두려움의 대상으로 생각하지 않는다. 그것은 양택과 유택이 함께 있음으로써 삶과 죽음이란 종이의 앞뒷장 같아서 서로 다르지 않다는 생사관의 구현이라 할 수 있다. 공원 경관은 이 지역에 산재하는 신라문화의 유적을 중심으로, 산자수명(山紫水明)한 자연경관 및 해수욕장 등 위락시설로 구성된다. 11개의 국보를 비롯한 역사적 유물이 모두 이 공원 내에 집중 보존되어 있다. 관광지구는 토함산, 남산, 감포, 서악, 화랑, 소금강산, 단석산, 구미산 일대로 8개 지구로 구분되어 있다.",2004-03-06,2023-05-10
관광장소 및 시설,공원,국립공원,경상북도,상주시,속리산국립공원(상주시),Songnisan gukrip park,,,,,경상북도 상주시 화북면 장암리 산 33 화북분소,,"해발 1057m인 속리산은 화강암을 기반으로 변성퇴적암이 섞여 있어 화강암 부분은 날카롭게 솟아오르고 변성퇴적암 부분은 깊게 패여 높고 깊은 봉우리와 계곡은 가히 절경을 이루고 있어 광명산(光明山), 미지산(彌智山), 소금강산(小金剛山)으로 불리기도 한다.화강암의 기봉(奇峰)과 산 전체를 뒤덮은 울창한 산림은 천년고찰 법주사와 잘 조화되어 승경(勝景)을 이루고 있다. 최고봉인 천황봉(天皇峰)을 중심으로 비로봉(毘盧峰), 길상봉(吉祥峰), 문수봉(文殊峰）등 8봉과 문장대(文藏臺), 입석대(立石臺), 신선대(神仙臺) 등 8대 그리고 8석문이 있다. 은폭동(隱瀑洞)계곡, 용유동계곡, 쌍룡폭포, 오송폭포(五松瀑布), 용화온천이 있으며 정이품송(正二品松　천연기념물　제103호), 망개나무(천연기념물 제207호) 등 672종의 식물과 까막딱다구리(천연기념물 제242호), 하늘다람쥐(천연기념물 제328호) 등 희귀 동물을 포함하여 344종의 동물이 서식하고 있어 자연자원의 보고이기도 한다.",2004-03-10,2023-05-10
관광장소 및 시설,공원,국립공원,경상북도,성주군,가야산국립공원(만물상),,,,,,경상북도 성주군 수륜면 백운리 1282,경상북도 성주군 수륜면 가야산식물원길 30,,2014-04-04,2023-05-10
관광장소 및 시설,공원,국립공원,경상북도,성주군,가야산국립공원(성주군),Gaya Mountain National Park,http://gaya.knps.or.kr,055-930-8000,055-931-0070,,경상북도 성주군 수륜면 백운리 1282,,"< 개요 >가야산은 일명 우두산이라고 불리는 높이 1,430m의 주봉인 상왕봉을 중심으로 행정구역상 경상남도 합천군, 거창군과 경상북도 성주군 사이에 위치한 산이다.이 산은 1972년 10월 13일 우리나라에서 9번째로 국립공원으로 지정되었으며, 해인사를 비롯하여 마애불 입상, 용문폭포, 홍류동 계곡 등의 뛰어난 명승고적과 자연경관이 있는 곳이다. 예로부터 가야산은 법보 종찰이 위치할 수 있는 산으로서, 천하에 뛰어난 지덕을 갖춘 산이다. 또한 호국 불심의 일념으로 팔만대장경을 각인하여 국난을 스스로 극복한 조상의 숨결이 있는 곳이기도 하다. 가야산 국립공원은 1972년 지정되었으며 1984년에는 백운집단시설지구로 지정되었다.ㅇ 등산코스 : 심원골, 서성재, 용기골(약 3시간소요), 정상코스 (약 4시간소요) < 규모 >ㅇ 면적 : 60,56㎢ (경북 성주61%, 경남 합천39%)ㅇ 높이 : 1,433m< 유래 및 연혁 >ㅇ 1972 국립공원 지정ㅇ 1984 백운집단시설지구 지정",2012-01-25,2023-05-10
관광장소 및 시설,공원,국립공원,경상북도,성주군,가야산국립공원(용기골),,,,,,경상북도 성주군 수륜면 백운리 1282,경상북도 성주군 수륜면 가야산식물원길 30,,2014-04-04,2023-05-10
관광장소 및 시설,공원,국립공원,경상북도,영주시,소백산국립공원,Sobaeksan National Park,http://sobaek.knps.or.kr,054-638-6196,054-638-8231,,경상북도 영주시 풍기읍 수철리 산 86-51,,"< 개요 >소백산국립공원은 행정구역상으로 충청북도 단양군의 1개읍 · 3개면, 그리고 경상북도 영주시의 1개읍 · 4개면과 봉화군의 1개면에 걸쳐 있는 우리나라 12대 명산중의 하나로 1987년 12월 14일 건설부 고시 제645호에 의하여 우리나라 국립공원 제18호로 지정되었으며 1998년 2월23일에 공원관리가 환경부로 이관되어 관리되고 있고, 토지는 총면적이 322.383㎢로서 경북지역에 173.56㎢, 충북지역에 148.823㎢가 분포되어 있다. 소백산국립공원은 한반도의 등뼈와도 같은 백두대간의 줄기가 서남쪽으로 뻗어내려 강원도, 충청도, 전라도와 경상도를 갈라 영주 분지를 병풍처럼 둘러치고 있다. 비로봉(1,439m), 국망봉(1,421m), 제1연화봉(1,394m), 제2연화봉(1,357m), 도솔봉(1,314m), 신선봉(1,389m), 형제봉(1,177m), 묘적봉(1,148m)등의 많은 영봉들이 어울려 웅장하면서도 부드러운 산세로 수려한 경관을 보여 주고 있다.소백산은 소백이라는 이름 때문에 작은 산이라 생각되지만 실제로는 소백산은 큰 명산이며, 주봉인 비로봉은 수많은 야생화의 보고로 희귀식물인 왜솜다리(에델바이스)가 자생하고 있는 지역으로 봄이면 철쭉이 만개하여 그 은은한 아름다운 자태를 드러내며, 천연기념물 제244호인 주목군락과 함께 잘 어우러져 있어 그 고고한 자태와 함께 능선의 부드러운 멋, 우아한 곡선미와 함께 조화를 이루고 있다. 주목은 제1연화봉에서부터 비로봉 사이의 북서사면(해발 1,200 ∼1,350m)에 분포하고 있으며 주목의 평균 수령은 350년(200∼800년)으로 총 본수는 3,798본(천연기념물 제244호 1,999본 포함)으로 우리나라 최대의 주목군락지이다.소백산국립공원의 식물자원은 한반도 온대중부의 대표적인 식생을 갖는 지역으로 낙엽활엽수가 주종을 이루고 있으며, 식물자원은 철쭉 등 740종, 동물자원은 삵 등 2,618종, 균류 및 지의류 261종 등이 분포하고 있는 것으로 나타났다.(2007 소백산국립공원 자연자원조사) 주요 문화재는 국립공원 내인 경북 영주시 부석사 지구와 이에 인접한 순흥 일대에 집중되어 있으며, 일부가 충청북도 단양읍에 분포하며, 국보5점, 보물6점, 경북지방유형문화재 8점이 포함 된다.",2012-01-25,2023-05-10
관광장소 및 시설,공원,국립공원,경상북도,영주시,소백산국립공원(부석),Sobaeksan National Park,http://sobaek.knps.or.kr,054-631-4762,,,경상북도 영주시 부석면 북지리,경상북도 영주시 부석면 부석사로 298,"< 개요 >소백산국립공원은 행정구역상으로 충청북도 단양군의 1개읍 · 3개면, 그리고 경상북도 영주시의 1개읍 · 4개면과 봉화군의 1개면에 걸쳐 있는 우리나라 12대 명산중의 하나로 1987년 12월 14일 건설부 고시 제645호에 의하여 우리나라 국립공원 제18호로 지정되었으며 1998년 2월23일에 공원관리가 환경부로 이관되어 관리되고 있고, 토지는 총면적이 322.383㎢로서 경북지역에 173.56㎢, 충북지역에 148.823㎢가 분포되어 있다. 소백산국립공원은 한반도의 등뼈와도 같은 백두대간의 줄기가 서남쪽으로 뻗어내려 강원도, 충청도, 전라도와 경상도를 갈라 영주 분지를 병풍처럼 둘러치고 있다. 비로봉(1,439m), 국망봉(1,421m), 제1연화봉(1,394m), 제2연화봉(1,357m), 도솔봉(1,314m), 신선봉(1,389m), 형제봉(1,177m), 묘적봉(1,148m)등의 많은 영봉들이 어울려 웅장하면서도 부드러운 산세로 수려한 경관을 보여 주고 있다.소백산은 소백이라는 이름 때문에 작은 산이라 생각되지만 실제로는 소백산은 큰 명산이며, 주봉인 비로봉은 수많은 야생화의 보고로 희귀식물인 왜솜다리(에델바이스)가 자생하고 있는 지역으로 봄이면 철쭉이 만개하여 그 은은한 아름다운 자태를 드러내며, 천연기념물 제244호인 주목군락과 함께 잘 어우러져 있어 그 고고한 자태와 함께 능선의 부드러운 멋, 우아한 곡선미와 함께 조화를 이루고 있다. 주목은 제1연화봉에서부터 비로봉 사이의 북서사면(해발 1,200 ∼1,350m)에 분포하고 있으며 주목의 평균 수령은 350년(200∼800년)으로 총 본수는 3,798본(천연기념물 제244호 1,999본 포함)으로 우리나라 최대의 주목군락지이다.소백산국립공원의 식물자원은 한반도 온대중부의 대표적인 식생을 갖는 지역으로 낙엽활엽수가 주종을 이루고 있으며, 식물자원은 철쭉 등 740종, 동물자원은 삵 등 2,618종, 균류 및 지의류 261종 등이 분포하고 있는 것으로 나타났다.(2007 소백산국립공원 자연자원조사) 주요 문화재는 국립공원 내인 경북 영주시 부석사 지구와 이에 인접한 순흥 일대에 집중되어 있으며, 일부가 충청북도 단양읍에 분포하며, 국보5점, 보물6점, 경북지방유형문화재 8점이 포함 된다.",2014-06-12,2023-05-10
관광장소 및 시설,공원,국립공원,경상북도,영주시,소백산국립공원(삼가),Sobaeksan National Park  ,http://sobaek.knps.or.kr,054-637-3794,,,경상북도 영주시 풍기읍 삼가리 265,경상북도 영주시 풍기읍 삼가로 509,"< 개요 >소백산국립공원은 행정구역상으로 충청북도 단양군의 1개읍 · 3개면, 그리고 경상북도 영주시의 1개읍 · 4개면과 봉화군의 1개면에 걸쳐 있는 우리나라 12대 명산중의 하나로 1987년 12월 14일 건설부 고시 제645호에 의하여 우리나라 국립공원 제18호로 지정되었으며 1998년 2월23일에 공원관리가 환경부로 이관되어 관리되고 있고, 토지는 총면적이 322.383㎢로서 경북지역에 173.56㎢, 충북지역에 148.823㎢가 분포되어 있다.소백산국립공원은 한반도의 등뼈와도 같은 백두대간의 줄기가 서남쪽으로 뻗어내려 강원도, 충청도, 전라도와 경상도를 갈라 영주 분지를 병풍처럼 둘러치고 있다. 비로봉(1,439m), 국망봉(1,421m), 제1연화봉(1,394m), 제2연화봉(1,357m), 도솔봉(1,314m), 신선봉(1,389m), 형제봉(1,177m), 묘적봉(1,148m)등의 많은 영봉들이 어울려 웅장하면서도 부드러운 산세로 수려한 경관을 보여 주고 있다.소백산은 소백이라는 이름 때문에 작은 산이라 생각되지만 실제로는 소백산은 큰 명산이며, 주봉인 비로봉은 수많은 야생화의 보고로 희귀식물인 왜솜다리(에델바이스)가 자생하고 있는 지역으로 봄이면 철쭉이 만개하여 그 은은한 아름다운 자태를 드러내며, 천연기념물 제244호인 주목군락과 함께 잘 어우러져 있어 그 고고한 자태와 함께 능선의 부드러운 멋, 우아한 곡선미와 함께 조화를 이루고 있다. 주목은 제1연화봉에서부터 비로봉 사이의 북서사면(해발 1,200 ∼1,350m)에 분포하고 있으며 주목의 평균 수령은 350년(200∼800년)으로 총 본수는 3,798본(천연기념물 제244호 1,999본 포함)으로 우리나라 최대의 주목군락지이다.소백산국립공원의 식물자원은 한반도 온대중부의 대표적인 식생을 갖는 지역으로 낙엽활엽수가 주종을 이루고 있으며, 식물자원은 철쭉 등 740종, 동물자원은 삵 등 2,618종, 균류 및 지의류 261종 등이 분포하고 있는 것으로 나타났다.(2007 소백산국립공원 자연자원조사) 주요 문화재는 국립공원 내인 경북 영주시 부석사 지구와 이에 인접한 순흥 일대에 집중되어 있으며, 일부가 충청북도 단양읍에 분포하며, 국보5점, 보물6점, 경북지방유형문화재 8점이 포함 된다.",2014-01-27,2023-05-10
