관광상품번호(NameID),관광지명,관광지구분,소재지도로명주소,소재지지번주소,위도,경도,면적(제곱미터),공공편익시설정보,수용인원수,주차가능수,관광지소개,관리기관전화번호,관리기관명,데이터기준일자
1000035,밀양아리랑우주천문대,기타(전시관람),경상남도 밀양시 밀양대공원로 86,경상남도 밀양시 교동 480-5,35.50246348,128.7606799,2943㎡,장애인화장실 엘리베이터 주차장 휠체어대여 수유실,300명,110대,국내 유일의 외계행성 및 외계생명에 특화된 천문대이다. 세계 최초 음성인식제어시스템이 설치된 70cm 반사망원경 등 국내 최고의 관측장비와 국내 최초로 해설자 및 관객들의 쌍방향 커뮤니케이션이 가능한 천체투영관 및 흥미로운 전시체험시설이 마련되어 있다. |<주간개관: 연중> 관람시간: 오전10시 ~ 오후5시30분(매표시간 : 오전10시 ~ 오후4시30분)|<야간개관: 4월~8월> 관람시간: 오후8시(매표시간 : 오후7시30분 ~ 오후8시30분까지)|<야간개관: 9월~다음 연 3월> 관람시간 : 오후7시(매표시간: 오후7시30분 ~ 오후8시30분) |- 이용요금 : 시설/ 개인 별 가격 상이(홈페이지 참고) |- 홈페이지: https://www.miryang.go.kr/astro/main/,055-359-4734,밀양아리랑우주천문대,2022-10-24
1000036,밀양연꽃단지,기타(공원),경상남도 밀양시 부북면 창밀로 3097-23,경상남도 밀양시 부북면 가산리 22-3,35.53239582,128.7033673,71472㎡,주차장 화장실, , ,밀양연꽃단지는 밀양연극촌 주변 40필지 74675m² 규모의 '살기 좋은 지역 만들기' 사업 일환 중 하나이다.  아름다운 가산숲과 밀양연극촌의 상생효과를 높이고 시민과 관광객에게 편안한 쉼터 제공 및 연꽃·수변식물 관찰 및 연잎·연근수확체험 등을 위해 조성되었다. 밀양아리나(공연장) 근처에 위치해 있어 함께 관광하기에 용이하다. ,055-359-7163,밀양시청 미래농업과,2022-10-24
1000037,밀양읍성,기타(문화유적),경상남도 밀양시 영남루1길 16-5(내일동),경상남도 밀양시 내일동 318-2,35.49244136,128.7568938,75746㎡,주차장, , ,성종 10년(1479)에 처음 쌓아 만들어진 읍성으로 조선시대 읍성 중 상당수가 임진왜란 직전에 만들어진 데 비해 밀양읍성은 100년 이상 일찍 만들어졌다. 임진왜란 당시 왜군의 공격으로 무너졌으나 1606년에 복구되었다. 1902년에 성문과 성벽을 모두 헐어 경부선 철도부설공사에 이용하여 지금은 성문의 위치와 일부 성곽만 남아 있다., 055-359-5641,밀양시청 문화예술과,2022-10-24
1000038,밀양치즈스토리,기타(체험마을),경상남도 밀양시 부북면 퇴로로 227,경상남도 밀양시 부북면 퇴로리 280-5,35.54851531,128.7001083,1504㎡,주차장 화장실 샤워장, ,8대,자연과 함께 즐기는 오감만족 체험배움터로 치즈를 이용한 체험뿐만 아니라 피자만들기/ 동물먹이주기/ 레일썰매타기 등 다양한 체험들을 제공하고 있다. 체험은 약 3시간에서 3시간 30분 정도 소요되며 체험 예약 시 희망일 3일 전까지 신청이 완료되어야 한다. |<운영시간> 매일 09:00 - 17:00 (매주 월요일 휴무)|<체험비용> - 치즈&피자 스토리체험: 26000원| - 치즈 스토리체험: 20000원/ 피자 스토리체험: 20000원| - 찾아가는 밀양치즈스토리(방문체험): 30000원 |- 홈페이지: http://cheesestory.co.kr/wp/?page_id=962,055-356-2231,밀양치즈스토리,2022-10-24
1000039,밀양퇴로마을,기타(체험마을),경상남도 밀양시 부북면 퇴로로 233,경상남도 밀양시 부북면 퇴로리 305 ,35.54887238,128.7006752,620㎡,주차장, , ,밀양 부북면 화악산둥지권역에 위치한 퇴로고가마을은 화악산에 둘러쌓여 있으며 소하천을 따라 아름다운 저수지를 형성하여 농촌의 목가적인 분위기를 느낄 수 있는 곳이다. 이곳 퇴로고가체험마을에서는 감자 및 고구마 수확/ 김치담그기 등의 농촌체험과 천연비누만들기/ 한지공예 등 다양한 공예 관련 체험학습이 마련되어 있다. 체험비용은 1인 기준 1만원이며(프로그램 1개당) 고가 및 전통문화관 숙박의 경우 고가체험민박(1실/6명) 전통문화관(4실/5~6명)에서 이용 가능하고 비용은 1박 기준 10만원이다. |- 홈페이지: http://www.xn--2o2b2z590avmk.com/index.php,070-7313-7022,밀양퇴로마을,2022-10-24
1000040,밀양향교,기타(문화유적),경상남도 밀양시 밀양향교3길 19,경상남도 밀양시 교동 733 밀양향교,35.50648192,128.7545675,5068㎡,주차장 화장실, ,9대,밀양향교는 좌묘우학의 배치를 보이는 병렬식 향교의 대표사례로 대성전과 명륜당이 좌향을 달리하는 경우는 밀양향교가 유일하다. 밀양향교 대성전은 임진왜란으로 향교의 전각들이 모두 소실된 후 1602년에 현 위치로 향교를 옮겨 중건하였다. 이후 1617년에 현 명륜당 동남쪽 아래로 이건하였다가 1820년에 명륜당의 서쪽인 본래 위치(현위치)로 이건하였다. 이건하면서 17세기의 공포는 배면에 19세기의 공포는 전면에 사용하여 200년이란 시차를 두고 조선중기와 후기의 시대적 건축기술의 흐름과 특징을 모두 보여주고 있다. 밀양향교 대성전은 임란 때 소실된 후 1602년에 중건되어 건립시기가 빠른 편에 속한다.,055-359-5640,밀양시청 문화예술과,2022-10-24
1000041,박시춘옛집,기타(문화유적),경상남도 밀양시 영남루1길 16-5(내일동),경상남도 밀양시 내일동 318-2 박시춘생가,35.49244136,128.7568938,23092㎡,주차장 화장실, , ,신라의 달밤/ 이별의 부산정거장 등 1950-1960년대 히트곡을 제작한 작곡가 박시춘의 생가로 밀양 영남루 뒷문 방향에 위치해 있다. 그는 30년간 작곡가로 활동하면서 3000여곡을 작곡하여 대중음악 발전에 이바지하였고 그 공로를 인정받아 1982년 문화훈장보관장을 받았다고 전해진다. 2001년 밀양시에서 옛집(생가)를 복원하였고 이곳은 박시춘이 7세부터 11세까지 거주했던 곳이다. ,055-359-5649~50,밀양시청 문화예술과,2022-10-24
1000042,밀양백운산,기타(산),경상남도 밀양시 산내면 산내로 1647-3,경상남도 밀양시 산내면 삼양리 산1-1,35.60454911,128.9961377,8512797㎡,, ,,가지산(실혜산)의 앞가슴에 해당하는 산으로 산 전체가 한 조각의 흰 구름처럼 보이는 화강암으로 이루어져 유래된 이름이다. 산의 동편 하단부에 유명한 시례 호박소가 있고 동편 산허리에 구룡폭포가 있으며 서편에는 우리나라 굴지의 산내 중석광이 있다. 남쪽 건폭은 일년 내내 산악인들의 암벽등반 훈련장이 되고 있다. |- 1코스 : 남명초교-백운산 → 총4시간,055-359-5297,밀양시청 산림녹지과,2022-10-24
1000043,변계량비각,기타(문화유적),경상남도 밀양시 초동면 신호3길 5,경상남도 밀양시 초동면 신호리 204-1,35.40662027,128.6939351,502㎡,주차장, ,,조선 전기 문신이었던 변계량과 그의 아버지 판서공 변옥란 친형인 춘당 변중량의 행적을 기록해 놓은 비를 보호하고 있는 비각이다. 변계량은 조선 건국 초기에 예조판서 등의 여러 중요한 관직을 거쳤으며 특히 문장에 뛰어나 20여년간 대제학을 맡아 외교문서를 작성하였다. 세종 때에는 『태조실록』의 편찬과 『고려사』수정 작업에 참여하였다. 변옥란은 고려말에 3판서를 지내고 이성계를 추대하여 조선 개국의 공신이 되었다. 변중량은 조선 태조 때 좌승지를 지냈으며 시문(詩文)에 능하였다. 담장이 둘러싸인 자그마한 비각으로 ‘변씨 3현 비각’이라 불리기도 한다. 이 비각은 1946년에 후손들이 세운 것으로 그들의 행적을 기리고 옛 자취를 기념하고자 고향인 이곳에 터를 잡았다.,055-359-5640,밀양시청 문화예술과,2022-10-24
1000044,보현박물관,기타(전시관람),경상남도 밀양시 단장면 고례로 766-21,경상남도 밀양시 단장면 고례리 1604,35.48683922,128.927601,3094㎡,주차장 화장실 휴게실, ,,대구보건대학교 보현박물관은 영남의 교통중심지이자 수려한 자연과 빛나는 문화유적을 자랑하는 경남 밀양시 단장면에 위치하고 있으며 대구보건대학교 연수원 내에 2016년 6월 개관 후 2021년 경상남도 제2종 박물관에 등록되었다. 국민보건향상을 위하여 창의성이 풍부하고 성실한 인품을 지닌 유능한 인재를 양성한다는 대구보건대학교의 설립이념을 실현하기 위해 설립되어 인문학적 감성으로 문화를 향유하고 지역민의 문화 누림을 함께하는 지역 최고의 문화예술교육기관으로써의 역할을 수행하고 있다. 지역예술가와의 협업을 통한 차별화된 전시·교육프로그램·문화행사를 운영하여 지역민과 관람객에게 다양한 문화예술을 접할 수 있는 기회와 휴식 공간을 제공하고 있다. | - 홈페이지 : https://museum.dhc.ac.kr/main,055-356-1122,대구보건대학교 보현박물관,2022-10-24
1000045,사명대사유적지,기타(문화유적),경상남도 밀양시 무안면 사명대사생가로 681,경상남도 밀양시 무안면 고라리 306 사명대사유적지,35.49796631,128.6036153,49146㎡,주차장 화장실, ,,밀양출신인 사명대사의 호국정신과 애민애족의 숭고한 얼을 기리기 위해 지난 1999~2006년까지 부지면적 49146㎡ (기념관 40670㎡/ 유적지 8476㎡)에 사명대사 동상과 사명대사 기념관/ 추모공원/ 기념비 등을 조성하여 역사의 산 교육장으로 활용하고 있다. 이곳은 수백 년 동안 풍수사(風水師)들이 찾아와 전하기를 뒷산은 천리를 달려온 목마른 말이 엎드려 물을 먹는 형상이요 주산은 동자형(童子形)이며 그 아래 좌청룡과 우백호가 감돌고 맑은 연못이 있다. 안산은 범이 엎드려있고 원안은 보검인데 외원안 다섯 봉우리가 읍(揖)을 향하고 있는 형국이라 하여 삼국의 명장(三國名將)이 날 명산이라 하였다.,055-359-5583,사명대사 생가지 사무소,2022-10-24
1000046,산성산,기타(산), ,경상남도 밀양시 활성동 산 36-18,35.48488498,128.796711,130196㎡, , ,,산성산은 별로 높지 않은 산으로 고적답사 차원에서 적합한 산이며 특히 가족 동반으로 조용한 산행을 즐길 수 있다. 밀양역에서 택시로 (5000원) 활성교 다리에 내려 다리를 건너 상점 오른쪽길 따라 오르면 금시당에 도착한다. 버스는 구 시청 앞에서 2시간 마다 용활동 방면 버스가 있으나 매우 불편하다. 산행은 금시당 윗길을 올라 왼쪽으로 호젓한 산길에서 시작된다. 산성산의 정상에는 할머니 묘소가 있는데 할미꽃이 무덤 위에 피어났다. 하산길은 내리막길의 연속이다. |- 1코스 : 금시당-팔각정-산성산(정상)-팔각정-나무계단(용두목 방향)-금시당 → 총1시간30분,055-359-5297,밀양시청 산림녹지과,2022-10-24
1000047,산외면해바라기꽃단지,기타(공원), ,경상남도 밀양시 산외면 남기리 835,35.5078677,128.7806895,29723㎡,주차장 화장실, , ,산외면 기회송림 옆 하천변에 1만 5천평 면적의 대규모 해바라기 꽃단지가 조성되어 8~9월이면 황금빛 꽃물결을 이룬다. 파종시기에 따라 10월에도 해바라기를 볼 수 있고 백일홍과 댑싸리 등 다양한 풍경과 개구쟁이 포토존/ 나비 포토존/ 원두막 쉼터 등 예쁜 시설물이 있다. 특히 해바라기 꽃단지에는 꿀벌 메뚜기 나비 무당벌레 등 곤충을 쉽게 볼 수 있어 어린아이들에게 체험 학습장으로 인기가 많다. 주변 관광지로는 혜산서원/ 얼음골/ 호박소/ 사자평/ 억새/ 얼음골케이블카/ 표충사 등이 있다.,055-359-6623,밀양시 산외면 총무담당,2022-10-24
1000048,삼랑진양수발전소,기타(전시관람),경상남도 밀양시 삼랑진읍 행곡로 38,경상남도 밀양시 삼랑진읍 안태리 319,35.41281462,128.8757861,9289㎡,주차장, ,20대,우리나라에서 두번째로 건설된 양수발전소로서 전력계통의 효율성 제고를 위하여 30만kw급 발전기 2기를 건설/ 총60만kw의 시설을 보유하고 있는 순양수식 지하발전소이다. 전력생산은 물론 환경과 조화를 이룬 발전 설비로 많은 볼거리와 휴식공간을 제공하고 있다. 상하부 저수지 및 주변공원은 방문객들의 휴식처로 이용되고 있으며 전력 홍보관을 운영하여 학생들의 과학학습장으로도 각광을 받고 있다. 특히 발전소 진입로에서 안태호에 이르는 5km의 벚꽃 터널은 장관을 이룬다. 2008년 5월 완공한 3000kw의 태양광발전설비도 새로운 관광명소로 알려져 있다.,055-350-3286,삼랑진양수발전소 홍보관,2022-10-24
1000049,상동명품장미꽃길,기타(테마길), ,경상남도 밀양시 상동면 안인리 1043-28,35.52621049,128.767671,623㎡,주차장, , ,상동면 신안마을부터 안인리 일원에 조성된 명품 장미꽃길은 총 6.6km 길이에 붉은 장미가 식재되어 있어 드라이브 코스나 연인들의 데이트 장소 가족들의 산책길로 제격이다. 해마다 5월 중순이면 붉은 장미가 만발하여 푸른 녹음과 어우러져 장관을 이루며 장미축제도 열려 볼거리가 풍성하다. 주변 관광지로는 신안운신문화마을 상동터널 박연정 혜산서원 민물고기전시관 기회송림 등이 있다.,055-359-6605,상동면 산업경제담당,2022-10-24
1000050,새미음식문화예술촌,기타(체험마을),경상남도 밀양시 상동면 상동로 576,경상남도 밀양시 상동면 금산리 875-2,35.55488898,128.7624171,9232㎡,주차장, , ,맑은 물 볕 좋은 밀양 상동의 자연이라는 그릇에 정성과 건강을 담는 우리음식문화 전달의 역할을 하고자 한다. 밀양시의 동쪽 영남 알프스 백마산 자락에 위치한 평리. 생산자와 소비자가 만나는 소통의 場을 열어 밀양의 생명력 있는 로컬푸드 식재료를 이용한 체험활동과 계절밥상을 위한 팜파티(Farm Party)를 실시한다.|- 1회 체험비 3만원/5만원|- 자세한 체험 내용은 밀양시청 문화관광 홈페이지 참고|- 새미음식문화 예술촌 : https://www.miryang.go.kr/tur/index.do?mnNo=40308000000,055-353-3599,연담,2022-10-24
1000051,소태리5층석탑,기타(문화유적), ,경상남도 밀양시 청도면 소태리 1138-2,35.56152798,128.6267358,195㎡,주차장/화장실, ,6대,"1963년 1월 21일 보물로 지정되었다. 높이 4.63ｍ, 재료는 화강석이다. 기단은 1단으로 지대석(地臺石) 위에 4매의 장석(長石)으로 구성되고 각면에 2좌씩 안상(眼象)이 조각된 간단한 구조이며, 상부에는 갑석형(甲石形)을 표현한 턱이 얕게 돌려 있고 윗면은 거의 수평을 이루고 있다. 대석 위의 탑신받침은 고려시대 석탑에서 흔히 볼 수 있는 별석(別石)으로 연꽃 무늬가 조각된 받침을 끼웠다. 탑신부는 초층(初層) 옥신(屋身) 이외에는 각층의 옥신과 옥개석(屋蓋石)이 1석으로 되어 있다. 옥개석의 받침은 각층 3단으로 줄었고 추녀는 끝이 약간 들려 있어 고려시대 석탑의 특징을 보여준다. 상륜부(相輪部)에는 우주형(隅柱形)과 갑석형이 얕게 조각된 노반(露盤)이 남아 있고, 그 위에 쇠로 만든 찰주(擦柱)의 일부가 남아 있다. 1919년에 이 상륜부에서 발견된 당탑조성기(堂塔造成記)에 따르면 1109년(고려 예종 4)에 조성된 것으로 추정된다. 이 석탑은 기단구성에서 이례적인 형식을 보이며, 탑신부의 조형에서도 여러 곳의 특이한 양식, 규율성 있고 건실한 수법 등의 특색을 보여주는 작품이다.",055-359-5644,문화관광과,2022-10-24
1000052,삼문수변공원,기타(공원), ,경상남도 밀양시 삼문동 1-1,35.49027013,128.7579479,23902㎡,주차장/화장실, , ,“물의 도시”인 밀양시는 “한국의 아일랜드 파크”로 지칭될 정도로 치수와 하천가꾸기 사업이 잘된 도시이다. 응천(凝川) 또는 남천(南川) 을자(乙子)강 등으로 역사의 변천에 따라 이름이 달리 지칭되었던 밀양강은 1995년부터 10여년에 걸쳐 생태계 복원과 자연형 하천조성사업을 추진한 결과 맑은 물이 도심지를 감싸 흐르고 광활한 강변 둔치는 울창한 삼문송림과 용두연 유원지를 연계하여 유채꽃밭과 암각화조각공원 야외공연장 각종 체육시설 등 시민들과 관광객들이 여유 있는 휴식공간으로 활용할 수 있도록 하였다. 삼문동 송림 내 조성된 구절초 단지에는 10월이면 10만여 본의 구절초가 송림 숲을 하얗게 물들이고 그윽한 향기가 진하게 풍긴다. 송림과 어우러진 구절초 단지는 연인과 가족들이 산책을 즐길 수 있고 사진작가들의 촬영 명소로도 유명하다. 구절초를 감상한 후 둑길을 넘어가면 영남루가 보이고 밀양강변을 따라 계속 걸어가면 코스모스 꽃단지와 핑크뮬리도 볼 수 있다.,055-359-5780,체육진흥과,2022-10-24
1000053,수산제역사공원,기타(공원), ,경상남도 밀양시 하남읍 수산리 927,35.38278805,128.7161067,24725㎡,주차장/화장실, ,33대,삼한시대 3대 수리시설 중 하나로 전북 김제 벽골제·충북 제천 의림지와 함께 밀양 수산제가 있다. 교과서에만 나오던 밀양 수산제는 지난 1986년에 수문을 비롯한 여러 흔적이 발견됐고 그 후 복원 추진을 논의했으나 오랫동안 중단돼 왔다. 그러나 2017년부터 밀양시가 본격적으로 정비복원사업을 시작해 마침내 2019년 ''수산제 역사공원''이라는 이름으로 시민들과 관광객들의 힐링공간이자 탐방 공간으로 완공했으며 다양한 식물과 농업의 이해를 돕는 체험공간 등이 있어 아이들의 자연탐구교실로도 손색이 없다.,055-359-5861,관광진흥과,2022-10-24
1000054,숭진리3층석탑,기타(문화유적), ,경상남도 밀양시 삼랑진읍 숭진리 412-1,35.46077117,128.8118591,255㎡, , , ,"1968년 12월 19일 보물로 지정되었다. 높이 3.2m이다. 3층 옥개석(屋蓋石)은 떨어져나갔고, 기단(基壇)의 면석(面石) 하부 이하는 매몰되어 있다. 따라서 지대석은 분명하지 않으나 기단은 단층이다. 기단의 면석은 4장의 판석(板石)으로 짰으며, 좌우면은 우주(隅柱)가 각출된 판석이고, 전후면은 우주가 없는 판석을 끼워넣었으나, 탱주(撑柱)는 표시되지 않았다. 갑석(甲石)은 2장의 돌로 되었으나 면석에 비하여 너비가 좁아 안정감이 없으며 밑에는 부연(副椽)이 있고 윗면은 경사를 이룬 가운데 비교적 높은 몰딩이 있어 탑신부를 받쳤다. 탑신부의 1·2층 옥신은 각각 하나의 돌로 이루어졌고, 1층 옥개석도 하나의 돌로 만들었으나 2층 옥개석과 3층 옥신을 하나의 돌로 만든 것은 시대의 변천과정을 잘 보여준다. 옥신에는 각각 우주의 모양만 새기고 표면장식은 없으며 탑신의 체감률이 심하여 기단부보다 빈약해 보인다. 옥개석 받침은 각층이 3단으로 줄었고, 추녀 밑은 직선이나 낙수면은 비교적 급경사를 이루고 있다. 3층 옥신 윗면의 중앙에는 1변 13cm, 깊이 9cm의 네모진 사리공(舍利孔)이 있고, 3층 옥개석 윗면 중앙에는 지름 7cm, 깊이 10cm의 탱주공(撑柱孔)이 있다. 상륜부는 모두 없어졌다.",055-359-5644,문화관광과,2022-10-24
1000055,밀양숲속마을,기타(체험마을),경상남도 밀양시 청도면 청도로 105-11,경상남도 밀양시 청도면 구기리 105,35.54977843,128.6251136,4349㎡,주차장/화장실, ,5대,밀양 숲속마을은 예로부터 맑고 조용한 마을로 알려져 있다. 보물 제312호인 소태리 5층 석탑 박익선생 벽화묘 남계서원 인산리 지석묘 등 역사적 유물과 아름드리나무들이 군락을 이루고 있는 마을숲으로 유명한 당숲이 옆에 있어 아름다운 자연경관을 느낄 수 있는 마을이다. 숲속마을은 워크숍과 가족단위의 휴양을 즐길 수 있으며 청도어울림마당 어린이 물놀이장 바비큐장 인조잔디구장 강의실 등을 갖추고 있다. 대표체험에는 물놀이체험이 있으며 농산물 수확체험 두부만들기체험 도자기체험 전통음식체험 등 다양한 체험프로그램을 진행하고 있다.|- 홈페이지 : http://www.xn--hz2b35leoak6n.net/,055-356-9600,밀양숲속마을,2022-10-24
1000056,시례호박소,기타(휴양시설), ,경상남도 밀양시 산내면 삼양리 산11-3,35.58869204,128.9982316,96316㎡,주차장 화장실, , ,백옥 같은 화강암이 수십만 년 동안 물에 씻겨 커다란 소(沼)를 이루었는데 그 모양이 마치 절구(臼)의 호박 같이 생겼다하여 호박소 또는 구연(臼淵)이라고 한다. 동국여지승람 구연 기우소(臼淵祈雨所)에 따르면 “세상에 전하기를 이곳에 옥황상제에게 벌을 받아 용이 되어 하늘로 승천하지 못한 이무기가 살고 있으며 깊이는 헤아릴 수 없고 가뭄에 범의 머리를 넣으면 물이 뿜어 나와서 곧 비가 되는데 연못 속에 더러운 것이 들어오면 그것을 씻어 내기 위해 조화를 부리기 때문이다”라고 했다.,055-359-5361,산림녹지과,2022-10-24
1000057,아랑각,기타(문화유적),경상남도 밀양시 중앙로 324 영남루,경상남도 밀양시 내일동 40,35.49169516,128.7550696,125㎡,주차장, , ,아랑의 억울한 죽음을 애도하고 장미꽃보다도 더 검붉은 아랑 낭자의 정열을 연민하며 영남루 아래 죽림 속에 사당을 세워 혼백을 위로하는 곳이다. 매년 밀양아리랑대축제 행사를 통하여 선발된 모범 규수들이 제관이 되어 이곳 아랑각에서 음력 4월 16일 제향을 올리고 있으며 현재의 아랑 영정은 박정희 대통령 영부인 육영수여사가 아랑사당에 영정이 없는 것을 안타깝게 여겨 이당 김은호 화백의 솜씨를 빌어 제작한 것을 1963년 10월 9일 직접 밀양을 방문하여 혜사한 것이다.,055-359-5590,문화예술과,2022-10-24
1000058,어변당,기타(문화유적),경상남도 밀양시 무안면 연상1길 31,경상남도 밀양시 무안면 연상리 394,35.45798446,128.666286,1792㎡,주차장, , ,어변당은 조선초 장수였던 어변당 박곤(朴坤)장군이 무예와 학문을 닦던 곳이다. 박곤은 무과에 응시하여 초시·복시·전시를 거쳐 21세에 장원급제하였고 세종 1년(1419년) 최윤덕 장군의 막하(幕下)로서 대마도정벌·남해 왜구 토벌에 큰 공을 세운바 있다. 현재 중앙에는 충효사(忠孝祠)가 있고 어변당앞에는 박곤이 만들었다는 연못인 적룡지(赤龍池)가 있다.,055-359-5639,문화관광과,2022-10-24
1000059,억산,기타(산), ,경상남도 밀양시 산내면 원서리 산 2,35.62454817,128.9389122,6406024㎡, , ,,운문산(1188m) 서쪽 능선에 솟은 억산은 동남쪽으로 영남알프스의 산군들을 우러르며 섰다. 운문사 안쪽으로는 일반인의 출입이 통제되기에 대부분 억산 남쪽인 밀양시 산내면에서 오르는 등산로를 이용한다. 억산(億山)이라는 이름이 많고 많은 산이라는 뜻을 품었는지 정상에 서면 사방으로 산만 보인다. 정상 아래의 깨진바위를 지나 사자봉·바위전망대·수리봉으로 이어가는 능선은 바위가 많아 조망이 더없이 시원하다.|- 억산1코스 : 석골사-선녀폭포-팔풍재-억산(정상) → 총 2시간30분|- 억산2코스 : 석골사-선녀폭포-팔풍재-억산(정상)-깨진바위-봉의저수지 → 총 5시간30분,055-359-5297,산림녹지과,2022-10-24
1000060,얼음골,기타(휴양시설), ,경상남도 밀양시 산내면 남명리 산 95-2,35.57356853,128.9844111,119700㎡,주차장/화장실, , ,해발 1189m의 천황산 북쪽 중턱 해발 600m지점의 얼음골 계곡은 삼복(三伏)한더위에 얼음이 얼고 처서가 지날 무렵부터 얼음이 녹는 신비로운 이상기온 지대이다. 약 3000평쯤 되는 이 돌밭에는 해마다 6월중순부터 바위틈새에서 얼음이 얼기 시작하여 더위가 심해질수록 얼음이 더욱 많아지는 삼복더위가 한창일 때 그 절정에 이르고 반대로 가을철에 접어들면서부터 얼음이 녹기 시작하여 겨울철에는 바위틈에서 얼음대신 더운김이 올라오고 계곡을 흐르는 물도 얼지 않는 이상기온 지대이다.,055-356-5640,얼음골관리사무소,2022-10-24
1000061,얼음골축음기소리박물관,기타(전시관람),경상남도 밀양시 산내면 산내로 926-1,경상남도 밀양시 산내면 원서리 112-3,35.59818667,128.9352691,971㎡,주차장 화장실,100명,15대,얼음골축음기소리박물관은 주변에 영남의 알프스라 불리는 대표적인 관광명소인 밀양 얼음골 입구 대로변에 자리 잡고 있다. 1층에는 기획전시실 · 제1전시실이 있으며 2층에는 2 3 4 전시실과 교육실이 갖추어져 있다. 초기 소리 과학 유물인 태엽식 축음기·진공관 전축·진공관 라디오·초기 전화기 등 소리 과학기술을 주제로 한 유물을 보존 전시하고 있다.|- 개관시간 : 동절기 9:00~18:00/하절기 9:00~20:00|- 요금 : 성인 5000원/청소년 4000원/소인 3000원/경로·장애우·밀양시민·군인 3000원(단체 가격 홈페이지 참고)|- 홈페이지 : http://epsmuseum.co.kr/,055-354-8878,얼음골축음기 소리박물관,2022-10-24
1000062,영산정사,기타(문화유적),경상남도 밀양시 무안면 가례로 233,경상남도 밀양시 무안면 가례리 1297-2,35.49076225,128.5849651,7890㎡,주차장, , ,영산정사는 각국의 불교문화를 조명해 볼 수 있는 답사지로 널리 알려져 있다.탑 형상을 한 7층 건물의 성보박물관에는 기네스북에 등재된 100만과의 부처님 진신 사리를 비롯한 8만대장경 원본인 10만 패엽경과 국내는 물론 인도와 미얀마 태국 스리랑카 티베트 등 해외 각국에서 수집한 2천여 점의 진귀한 불교문화재를 소장하고 있어 불교에 관한 다양한 정보를 접할 수 있는 곳이다.,055-356-0181,영산정사,2022-10-24
1000063,영남루,기타(문화유적),경상남도 밀양시 중앙로 324 영남루,경상남도 밀양시 내일동 40,35.49169516,128.7550696,8763㎡,주차장, ,33대,1963년 1월 21일 보물 제147호로 지정되었다. 정면 5칸 측면 4칸의 팔작지붕이다. 조선시대의 밀양군 객사였던 밀양관의 부속건물로서 밀양 강가의 절벽 위에 위치한다. 건물 기둥이 높고 사이를 넓게 잡아 웅대하다. 좌우의 부속건물들과는 층계로 된 월랑(月廊)과 헌랑(軒廊)으로 연결하여 건물 전체 배치에 변화를 주었으며 규모도 더 커졌다. 누마루 주위에는 난간을 돌렸고 기둥 사이는 모두 개방하여 사방을 바라볼 수 있게 하였으며 연회를 베풀기에 알맞은 넓은 공간을 마련하였다.|- 정후문 개방시간 : 매일 09:00 - 18:00,055-359-5590,영남루 관리사무소,2022-10-24
1000064,영남알프스얼음골케이블카,기타(관광명소),경상남도 밀양시 산내면 얼음골로 241,경상남도 밀양시 산내면 삼양리 71,35.58255042,128.9867756,4162㎡,주차장 엘리베이터 화장실,50명,38대,영남알프스 얼음골 케이블카는 왕복식 케이블카로 선로 길이만 1.8km에 달하며 상부역사 해발 1020m 고지까지 재미있게 여유롭게 도달할 수 있다. 케이블카 탑승정원을 50명으로 운행함으로써 가족 친구 연인들의 안락하고 편안한 실내공간을 제공하고자 노력하였다. 천혜의 영남알프스를 조망하고 천황산 하늘정원을 이어주는 신비의 하늘길을 통해 영남알프스 얼음골 케이블카로 새로움을 경험할 수 있다.|- 운행시간 : 월 별 상이(홈페이지 참고)|- 요금 : 대인 15000원/청소년 13000원/소인12000원/경로·장애인·유공자·지역주민 13000원/지역소인 11000원|- 홈페이지 : http://www.icevalleycablecar.com/index.php,055-359-3000,영남알프스얼음케이블카,2022-10-24
1000065,예림서원,기타(문화유적),경상남도 밀양시 부북면 예림서원로 128,경상남도 밀양시 부북면 후사포리 179,35.46619405,128.7298124,5044㎡,주차장 화장실, , ,예림서원은 영남유림의 종장(宗匠)인 점필재 김종직을 사숙(私淑)하던 후학들의 교육기관으로 문충공 점필재 김종직 선생을 주벽(主壁)에 오졸재 박한주 선생을 동벽 그리고 처사송계 신계성 선생을 서벽에 배향하고 밀양유림에서 매년 춘추로 제향을 올리고 있다. 예림서원의 공간 구성은 앞이 낮고 뒤가 높은 지형으로 전형적인 서원 배치 구조인 전학후묘(前學後廟)의 형식을 이루고 있다.,055-359-5639,문화관광과,2022-10-24
1000066,오구촬영지,기타(관광명소),경상남도 밀양시 부북면 퇴로2길 7-38,경상남도 밀양시 부북면 퇴로리 116,35.55156103,128.697684,4959㎡,확인불가, ,,영화 “오구”는 죽음을 앞둔 노모의 씻김굿을 통해 고달픈 이승의 한과 사람들 사이의 갈등을 웃음과 해학으로 풀어낸 작품이다. 2003년 부산국제영화제 파노라마 부문의 공식 상영작으로 등록 문화재 제 152호 밀양 퇴로리 이병수가옥을 주된 배경으로 영화의 90% 이상이 밀양에서 촬영되었으며 밀양시에 거주하는 실제 인간문화재들도 영화에 출연하여 신명난 장면을 연출하였다.,055-359-5633,문화예술과,2022-10-24
